ObjectId,Country,Unit,F1980,F1981,F1982,F1983,F1984,F1985,F1986,F1987,F1988,F1989,F1990,F1991,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
877,Tonga,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
878,Tonga,Number of,,,2.0,,,,,,,,1.0,,,,,,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,1.0,,3.0,,1.0,,1.0,,
879,Tonga,Number of,,,2.0,,,,,,,,1.0,,,,,,,1.0,2.0,,,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,3.0,,1.0,,1.0,,
880,Trinidad and Tobago,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
881,Trinidad and Tobago,Number of,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0
882,Trinidad and Tobago,Number of,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
883,Trinidad and Tobago,Number of,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
884,Trinidad and Tobago,Number of,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,,,,1.0
885,Tunisia,Number of,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Tunisia,Number of,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,,2.0,,1.0,,,,,,,,,2.0,,1.0,1.0,1.0
887,Tunisia,Number of,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,2.0,,,,2.0,,1.0,,,,,,,,1.0,2.0,,1.0,2.0,1.0
888,Tunisia,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,
889,"Türkiye, Rep. of",Number of,,,,,,,,1.0,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
890,"Türkiye, Rep. of",Number of,1.0,1.0,,,1.0,,,,1.0,,2.0,1.0,,,,2.0,,,3.0,,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,,2.0,,1.0,1.0,,,2.0,,,,3.0,3.0,2.0,3.0
891,"Türkiye, Rep. of",Number of,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,1.0,,1.0,,
892,"Türkiye, Rep. of",Number of,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,3.0,1.0,,,,,,,,,,,,1.0,,,1.0,,
893,"Türkiye, Rep. of",Number of,2.0,1.0,,,1.0,1.0,,1.0,2.0,,2.0,2.0,,1.0,2.0,3.0,1.0,,3.0,,4.0,5.0,2.0,1.0,7.0,5.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,,2.0,,1.0,1.0,3.0,5.0,3.0,3.0
894,"Türkiye, Rep. of",Number of,,,,,,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,
895,Turkmenistan,Number of,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Turkmenistan,Number of,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,Turks and Caicos Islands,Number of,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,,,,
898,Turks and Caicos Islands,Number of,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,,,,
899,Tuvalu,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,
900,Tuvalu,Number of,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
901,Tuvalu,Number of,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,
902,Uganda,Number of,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0
903,Uganda,Number of,,,,,,,,,,,,,,,,,,1.0,1.0,,,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,,,1.0,1.0,1.0,,,1.0,1.0,,5.0,5.0,3.0,3.0
904,Uganda,Number of,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,3.0,,,1.0
905,Uganda,Number of,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,
906,Uganda,Number of,,,,,,,,1.0,,,,,,,,,,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,,,2.0,1.0,1.0,8.0,6.0,3.0,5.0
907,Ukraine,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
908,Ukraine,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,
909,Ukraine,Number of,,,,,,,,,,,,,,2.0,,1.0,1.0,1.0,1.0,,,1.0,,1.0,,1.0,2.0,,1.0,,1.0,,,1.0,,,1.0,,,,1.0,,
910,Ukraine,Number of,,,,,,,,,,,,,1.0,,,,,1.0,,,3.0,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,
911,Ukraine,Number of,,,,,,,,,,,,,1.0,2.0,,1.0,1.0,2.0,1.0,,4.0,1.0,,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,,3.0,1.0,
912,Ukraine,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,
913,United Arab Emirates,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
914,United Arab Emirates,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
915,United Kingdom,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
916,United Kingdom,Number of,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,2.0,,,,1.0,1.0,,,1.0,,,,,1.0,2.0,1.0,,1.0
917,United Kingdom,Number of,,,,,,,,,,,,,,2.0,2.0,,,2.0,1.0,1.0,3.0,2.0,3.0,,1.0,,,3.0,2.0,1.0,,,5.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,
918,United Kingdom,Number of,,1.0,,1.0,1.0,,1.0,1.0,,1.0,7.0,1.0,,,,1.0,1.0,,3.0,2.0,3.0,,2.0,,,2.0,,1.0,1.0,1.0,1.0,,,3.0,1.0,1.0,,,1.0,,1.0,1.0,3.0
919,United Kingdom,Number of,,1.0,,1.0,1.0,,1.0,1.0,,1.0,7.0,2.0,,2.0,2.0,1.0,1.0,3.0,4.0,3.0,6.0,2.0,5.0,1.0,1.0,4.0,,4.0,3.0,3.0,2.0,,5.0,5.0,2.0,2.0,,1.0,2.0,3.0,3.0,1.0,5.0
920,United States,Number of,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,2.0,,1.0,,,,,1.0,,,,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0
921,United States,Number of,1.0,,,1.0,,,1.0,1.0,,1.0,2.0,,,1.0,,2.0,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,
922,United States,Number of,3.0,1.0,2.0,2.0,3.0,5.0,3.0,,3.0,,4.0,14.0,,6.0,1.0,5.0,4.0,8.0,7.0,1.0,8.0,5.0,4.0,4.0,4.0,6.0,11.0,6.0,4.0,4.0,3.0,4.0,1.0,7.0,2.0,5.0,6.0,3.0,3.0,4.0,2.0,12.0,3.0
923,United States,Number of,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,
924,United States,Number of,3.0,3.0,11.0,6.0,11.0,10.0,2.0,8.0,18.0,16.0,15.0,17.0,27.0,20.0,9.0,10.0,9.0,23.0,20.0,16.0,12.0,17.0,15.0,14.0,12.0,8.0,12.0,13.0,14.0,10.0,12.0,14.0,19.0,15.0,13.0,19.0,16.0,17.0,11.0,14.0,19.0,23.0,17.0
925,United States,Number of,7.0,4.0,13.0,9.0,14.0,15.0,6.0,9.0,22.0,17.0,21.0,35.0,29.0,28.0,14.0,17.0,14.0,33.0,32.0,22.0,30.0,26.0,29.0,22.0,20.0,16.0,28.0,23.0,21.0,17.0,15.0,23.0,25.0,28.0,19.0,29.0,26.0,24.0,19.0,20.0,23.0,43.0,25.0
926,United States,Number of,,,,,,,,,,,,2.0,2.0,1.0,3.0,,1.0,2.0,4.0,3.0,7.0,3.0,8.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,,3.0,2.0,5.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,6.0,4.0
927,United States Virgin Islands,Number of,,,,,,,,,,1.0,,,,,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,
928,United States Virgin Islands,Number of,,,,,,,,,,1.0,,,,,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,2.0,,,,,
929,Uruguay,Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,
930,Uruguay,Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,
931,Uruguay,Number of,,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,3.0,1.0,1.0,,3.0,1.0,,1.0
932,Uruguay,Number of,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,
933,Uruguay,Number of,,,,,,,1.0,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,,3.0,,1.0,1.0,,,,,3.0,1.0,1.0,1.0,3.0,2.0,,1.0
934,"Uzbekistan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
935,"Uzbekistan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0
936,"Uzbekistan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,
937,"Uzbekistan, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0
938,Vanuatu,Number of,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
939,Vanuatu,Number of,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Vanuatu,Number of,,2.0,,,,1.0,,1.0,2.0,,,,2.0,1.0,,,,,1.0,1.0,,2.0,,,1.0,,,,,,,2.0,,,1.0,1.0,,1.0,,,1.0,,
941,Vanuatu,Number of,,2.0,,,,1.0,,1.0,3.0,,,,2.0,1.0,,,,,1.0,1.0,,2.0,1.0,,1.0,,,,,1.0,,2.0,,,1.0,1.0,,1.0,,,1.0,,
942,"Venezuela, Rep. Bolivariana de",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
943,"Venezuela, Rep. Bolivariana de",Number of,,,,,,1.0,,1.0,2.0,,,,,,1.0,,2.0,1.0,,3.0,2.0,,1.0,2.0,1.0,4.0,1.0,,1.0,,1.0,3.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,5.0
944,"Venezuela, Rep. Bolivariana de",Number of,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
945,"Venezuela, Rep. Bolivariana de",Number of,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,1.0
946,"Venezuela, Rep. Bolivariana de",Number of,,1.0,,,,1.0,,2.0,3.0,,,,,1.0,2.0,,2.0,1.0,,3.0,2.0,,1.0,2.0,2.0,4.0,1.0,,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,,2.0,1.0,1.0,2.0,8.0
947,Vietnam,Number of,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,,,,,,1.0,,,,1.0,,,
948,Vietnam,Number of,1.0,,,,1.0,1.0,1.0,,,,1.0,3.0,2.0,1.0,1.0,1.0,2.0,,1.0,3.0,2.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,1.0,6.0,,2.0,4.0,5.0,3.0,5.0,1.0,3.0,5.0
949,Vietnam,Number of,,,,,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,
950,Vietnam,Number of,2.0,,1.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,7.0,3.0,1.0,1.0,2.0,4.0,6.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,10.0,5.0,3.0
951,Vietnam,Number of,3.0,,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,7.0,5.0,4.0,3.0,2.0,6.0,4.0,4.0,5.0,11.0,7.0,6.0,4.0,6.0,10.0,11.0,6.0,10.0,6.0,7.0,5.0,4.0,10.0,3.0,5.0,8.0,9.0,7.0,8.0,11.0,8.0,8.0
952,Vietnam,Number of,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
953,Wallis and Futuna Islands,Number of,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
954,Wallis and Futuna Islands,Number of,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
955,West Bank and Gaza,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
956,West Bank and Gaza,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,
957,West Bank and Gaza,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,
958,West Bank and Gaza,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,2.0,,2.0,,,,,1.0,,1.0
959,"Yemen, Rep. of",Number of,,,,,,,,,,,,1.0,,1.0,,,2.0,,2.0,1.0,,1.0,4.0,1.0,,2.0,2.0,3.0,1.0,,2.0,,,1.0,,,1.0,1.0,,3.0,5.0,2.0,3.0
960,"Yemen, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,
961,"Yemen, Rep. of",Number of,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,2.0,,,2.0,,,,
962,"Yemen, Rep. of",Number of,,,,,,,,,,,,1.0,,1.0,,,2.0,,2.0,1.0,,3.0,4.0,1.0,,3.0,2.0,3.0,1.0,1.0,2.0,,,1.0,,2.0,2.0,1.0,2.0,3.0,5.0,2.0,3.0
963,Zambia,Number of,,1.0,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,1.0,
964,Zambia,Number of,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,1.0,,2.0,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,3.0,,1.0
965,Zambia,Number of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
966,Zambia,Number of,,1.0,,1.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,,1.0,1.0,,2.0,1.0,2.0,,3.0,1.0,1.0,2.0,1.0,,1.0,1.0,,,,,2.0,3.0,1.0,1.0
967,Zimbabwe,Number of,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,,1.0,,,,1.0,
968,Zimbabwe,Number of,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,,,1.0,1.0,,1.0,2.0,,,,,1.0,,,1.0
969,Zimbabwe,Number of,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0
970,Zimbabwe,Number of,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,1.0,2.0,,2.0,,,,4.0,,,2.0,1.0,,2.0,2.0,1.0,1.0,2.0,,2.0,,2.0,2.0
